finger,servo1_deg,servo2_deg,abduction_deg,flexion_deg,distal_deg,tip_x_mm,tip_y_mm,tip_z_mm,tip_travel_mm
3,-85.0,80.0,-0.4751,-61.249,-63.1828,-66.224,-56.694,148.382,114.932
4,-85.0,80.0,-0.4749,-61.2492,-63.1832,89.078,47.748,-25.025,114.932
1,-85.0,85.0,-0.3489,-61.6078,-63.6179,-66.783,23.662,166.912,115.449
2,-85.0,85.0,-0.3489,-61.6083,-63.6185,-66.784,-15.898,160.423,115.45
3,-85.0,85.0,-0.3489,-61.6085,-63.6188,-66.785,-56.422,147.869,115.45
4,-85.0,85.0,-0.3488,-61.6087,-63.6191,88.598,47.42,-25.586,115.45
1,-85.0,90.0,-0.3836,-61.5085,-63.4972,-66.629,23.622,167.068,115.306
2,-85.0,90.0,-0.3836,-61.509,-63.4978,-66.63,-15.954,160.575,115.307
3,-85.0,90.0,-0.3836,-61.5092,-63.4981,-66.63,-56.496,148.011,115.307
4,-85.0,90.0,-0.3835,-61.5094,-63.4984,88.732,47.51,-25.431,115.308
1,-80.0,-90.0,-38.2308,-4.2931,-4.2534,42.8,-15.05,151.677,40.125
2,-80.0,-90.0,-38.2307,-4.2933,-4.2536,42.8,-52.806,141.227,40.125
3,-80.0,-90.0,-38.2308,-4.2932,-4.2535,42.8,-90.508,124.019,40.125
4,-80.0,-90.0,-38.2306,-4.2934,-4.2537,61.045,78.588,83.999,40.126
1,-80.0,-85.0,-38.0927,-4.4447,-4.404,42.588,-15.068,151.949,40.125
2,-80.0,-85.0,-38.0926,-4.4449,-4.4042,42.587,-52.852,141.496,40.125
3,-80.0,-85.0,-38.0927,-4.4448,-4.4041,42.587,-90.589,124.28,40.125
4,-80.0,-85.0,-38.0925,-4.445,-4.4043,61.295,78.698,83.786,40.125
1,-80.0,-80.0,-37.8095,-4.7554,-4.7127,42.148,-15.101,152.506,40.13
2,-80.0,-80.0,-37.8095,-4.7556,-4.7129,42.148,-52.943,142.046,40.13
3,-80.0,-80.0,-37.8096,-4.7555,-4.7128,42.148,-90.751,124.814,40.13
4,-80.0,-80.0,-37.8094,-4.7557,-4.713,61.807,78.919,83.347,40.13
1,-80.0,-75.0,-37.381,-5.2256,-5.18,41.476,-15.137,153.347,40.15
2,-80.0,-75.0,-37.3809,-5.2258,-5.1803,41.475,-53.067,142.878,40.151
3,-80.0,-75.0,-37.381,-5.2257,-5.1802,41.475,-90.982,125.623,40.151
4,-80.0,-75.0,-37.3808,-5.2259,-5.1803,62.584,79.241,82.674,40.151
1,-80.0,-70.0,-36.8086,-5.8536,-5.8045,40.562,-15.162,154.465,40.204
2,-80.0,-70.0,-36.8085,-5.8538,-5.8047,40.562,-53.208,143.988,40.204
3,-80.0,-70.0,-36.8086,-5.8537,-5.8046,40.562,-91.268,126.704,40.204
4,-80.0,-70.0,-36.8084,-5.8539,-5.8048,63.627,79.647,81.761,40.204
1,-80.0,-65.0,-36.0959,-6.6357,-6.5827,39.401,-15.156,155.849,40.312
2,-80.0,-65.0,-36.0958,-6.636,-6.583,39.4,-53.346,145.365,40.312
3,-80.0,-65.0,-36.0959,-6.6359,-6.5829,39.4,-91.584,128.051,40.312
4,-80.0,-65.0,-36.0957,-6.636,-6.583,64.929,80.114,80.599,40.312
1,-80.0,-60.0,-35.2484,-7.5668,-7.5097,37.984,-15.095,157.481,40.502
2,-80.0,-60.0,-35.2483,-7.567,-7.51,37.984,-53.456,146.994,40.503
3,-80.0,-60.0,-35.2484,-7.5669,-7.5099,37.984,-91.906,129.653,40.503
4,-80.0,-60.0,-35.2482,-7.5671,-7.51,66.484,80.615,79.183,40.503
1,-80.0,-55.0,-34.2735,-8.6401,-8.579,36.307,-14.954,159.339,40.809
2,-80.0,-55.0,-34.2734,-8.6403,-8.5793,36.307,-53.51,148.856,40.809
3,-80.0,-55.0,-34.2735,-8.6402,-8.5792,36.307,-92.203,131.492,40.809
4,-80.0,-55.0,-34.2733,-8.6404,-8.5793,68.278,81.118,77.506,40.809
1,-80.0,-50.0,-33.1801,-9.848,-9.7833,34.364,-14.706,161.393,41.266
2,-80.0,-50.0,-33.18,-9.8483,-9.7836,34.364,-53.479,150.925,41.267
3,-80.0,-50.0,-33.1801,-9.8482,-9.7835,34.364,-92.442,133.547,41.267
4,-80.0,-50.0,-33.1799,-9.8483,-9.7836,70.292,81.588,75.563,41.267
1,-80.0,-45.0,-31.9785,-11.1826,-11.1147,32.152,-14.328,163.61,41.913
2,-80.0,-45.0,-31.9784,-11.1828,-11.115,32.152,-53.334,153.17,41.913
3,-80.0,-45.0,-31.9785,-11.1827,-11.1149,32.152,-92.591,135.791,41.913
4,-80.0,-45.0,-31.9783,-11.1829,-11.115,72.505,81.99,73.351,41.913
1,-80.0,-40.0,-30.6798,-12.6356,-12.5652,29.669,-13.795,165.952,42.784
2,-80.0,-40.0,-30.6798,-12.6359,-12.5655,29.668,-53.049,155.555,42.785
3,-80.0,-40.0,-30.6799,-12.6358,-12.5654,29.668,-92.62,138.193,42.785
4,-80.0,-40.0,-30.6797,-12.6359,-12.5655,74.888,82.291,70.868,42.785
1,-80.0,-35.0,-29.296,-14.1994,-14.1271,26.914,-13.088,168.377,43.914
2,-80.0,-35.0,-29.2959,-14.1996,-14.1273,26.913,-52.6,158.04,43.914
3,-80.0,-35.0,-29.296,-14.1995,-14.1272,26.913,-92.499,140.716,43.914
4,-80.0,-35.0,-29.2958,-14.1997,-14.1273,77.409,82.456,68.112,43.914
1,-80.0,-30.0,-27.8392,-15.8664,-15.7929,23.888,-12.194,170.84,45.329
2,-80.0,-30.0,-27.8392,-15.8666,-15.7932,23.887,-51.968,160.583,45.329
3,-80.0,-30.0,-27.8392,-15.8666,-15.7931,23.887,-92.204,143.32,45.329
4,-80.0,-30.0,-27.8391,-15.8667,-15.7932,80.029,82.458,65.087,45.329
1,-80.0,-25.0,-26.3218,-17.6299,-17.5561,20.595,-11.101,173.294,47.05
2,-80.0,-25.0,-26.3218,-17.6301,-17.5564,20.594,-51.138,163.138,47.05
3,-80.0,-25.0,-26.3218,-17.6301,-17.5563,20.594,-91.714,145.961,47.05
4,-80.0,-25.0,-26.3217,-17.6302,-17.5564,82.709,82.27,61.793,47.05
1,-80.0,-20.0,-24.7562,-19.4838,-19.4106,17.038,-9.807,175.691,49.087
2,-80.0,-20.0,-24.7561,-19.484,-19.4108,17.037,-50.101,165.657,49.087
3,-80.0,-20.0,-24.7562,-19.4839,-19.4108,17.037,-91.015,148.593,49.087
4,-80.0,-20.0,-24.756,-19.484,-19.4108,85.403,81.874,58.237,49.087
1,-80.0,-15.0,-23.1544,-21.4224,-21.351,13.226,-8.314,177.979,51.443
2,-80.0,-15.0,-23.1543,-21.4227,-21.3512,13.226,-48.855,168.089,51.443
3,-80.0,-15.0,-23.1544,-21.4226,-21.3512,13.226,-90.098,151.167,51.443
4,-80.0,-15.0,-23.1542,-21.4227,-21.3513,88.064,81.253,54.425,51.444
1,-80.0,-10.0,-21.5285,-23.4408,-23.3725,9.169,-6.63,180.11,54.111
2,-80.0,-10.0,-21.5284,-23.4411,-23.3728,9.168,-47.404,170.384,54.111
3,-80.0,-10.0,-21.5285,-23.441,-23.3728,9.168,-88.958,153.632,54.111
4,-80.0,-10.0,-21.5283,-23.4411,-23.3728,90.643,80.4,50.367,54.111
1,-80.0,-5.0,-19.89,-25.534,-25.4709,4.88,-4.771,182.035,57.076
2,-80.0,-5.0,-19.89,-25.5343,-25.4712,4.879,-45.756,172.492,57.077
3,-80.0,-5.0,-19.8901,-25.5342,-25.4711,4.879,-87.599,155.938,57.076
4,-80.0,-5.0,-19.8899,-25.5343,-25.4712,93.087,79.311,46.078,57.077
1,-80.0,0.0,-18.2505,-27.6971,-27.642,0.376,-2.757,183.706,60.317
2,-80.0,0.0,-18.2504,-27.6974,-27.6423,0.375,-43.927,174.365,60.317
3,-80.0,0.0,-18.2505,-27.6974,-27.6422,0.375,-86.031,158.033,60.317
4,-80.0,0.0,-18.2503,-27.6974,-27.6423,95.346,77.99,41.574,60.317
1,-80.0,5.0,-16.6209,-29.9251,-29.8816,-4.322,-0.614,185.079,63.805
2,-80.0,5.0,-16.6208,-29.9254,-29.8819,-4.323,-41.939,175.955,63.806
3,-80.0,5.0,-16.6209,-29.9253,-29.8819,-4.323,-84.268,159.869,63.806
4,-80.0,5.0,-16.6207,-29.9254,-29.882,97.37,76.445,36.876,63.806
1,-80.0,10.0,-15.0121,-32.212,-32.1855,-9.187,1.627,186.114,67.509
2,-80.0,10.0,-15.012,-32.2123,-32.1858,-9.188,-39.819,177.218,67.51
3,-80.0,10.0,-15.0121,-32.2122,-32.1858,-9.188,-82.33,161.398,67.51
4,-80.0,10.0,-15.0119,-32.2123,-32.1858,99.109,74.694,32.011,67.51
1,-80.0,15.0,-13.4347,-34.5509,-34.5484,-14.186,3.931,186.776,71.391
2,-80.0,15.0,-13.4346,-34.5512,-34.5488,-14.187,-37.597,178.117,71.392
3,-80.0,15.0,-13.4347,-34.5512,-34.5487,-14.188,-80.244,162.579,71.392
4,-80.0,15.0,-13.4345,-34.5513,-34.5488,100.518,72.755,27.012,71.392
1,-80.0,20.0,-11.899,-36.9334,-36.9643,-19.281,6.259,187.037,75.411
2,-80.0,20.0,-11.899,-36.9337,-36.9647,-19.282,-35.309,178.62,75.411
3,-80.0,20.0,-11.8991,-36.9337,-36.9647,-19.282,-78.042,163.376,75.411
4,-80.0,20.0,-11.8989,-36.9338,-36.9647,101.56,70.657,21.917,75.412
1,-80.0,25.0,-10.4155,-39.3486,-39.4253,-24.426,8.569,186.878,79.522
2,-80.0,25.0,-10.4155,-39.349,-39.4257,-24.427,-32.994,178.704,79.523
3,-80.0,25.0,-10.4155,-39.349,-39.4257,-24.427,-75.758,163.761,79.523
4,-80.0,25.0,-10.4154,-39.3491,-39.4258,102.201,68.431,16.772,79.523
1,-80.0,30.0,-8.9941,-41.7832,-41.9213,-29.566,10.822,186.293,83.677
2,-80.0,30.0,-8.9941,-41.7836,-41.9216,-29.567,-30.693,178.357,83.677
3,-80.0,30.0,-8.9941,-41.7836,-41.9217,-29.567,-73.431,163.718,83.677
4,-80.0,30.0,-8.994,-41.7837,-41.9217,102.421,66.114,11.632,83.678
1,-80.0,35.0,-7.6449,-44.22,-44.4388,-34.642,12.976,185.287,87.821
2,-80.0,35.0,-7.6449,-44.2203,-44.4392,-34.643,-28.446,177.581,87.822
3,-80.0,35.0,-7.6449,-44.2204,-44.4392,-34.643,-71.102,163.242,87.822
4,-80.0,35.0,-7.6448,-44.2205,-44.4393,102.212,63.746,6.556,87.822
1,-80.0,40.0,-6.3777,-46.6374,-46.9603,-39.585,14.993,183.884,91.898
2,-80.0,40.0,-6.3777,-46.6378,-46.9607,-39.586,-26.294,176.397,91.899
3,-80.0,40.0,-6.3777,-46.6378,-46.9607,-39.587,-68.813,162.349,91.899
4,-80.0,40.0,-6.3776,-46.6379,-46.9608,101.583,61.371,1.612,91.899
1,-80.0,45.0,-5.2023,-49.0086,-49.4624,-44.323,16.839,182.127,95.847
2,-80.0,45.0,-5.2023,-49.009,-49.4628,-44.324,-24.274,174.842,95.848
3,-80.0,45.0,-5.2024,-49.0091,-49.4629,-44.325,-66.608,161.071,95.848
4,-80.0,45.0,-5.2022,-49.0092,-49.463,100.563,59.035,-3.126,95.848
1,-80.0,50.0,-4.1284,-51.3007,-51.9146,-48.778,18.486,180.08,99.603
2,-80.0,50.0,-4.1284,-51.3011,-51.9151,-48.78,-22.421,172.979,99.603
3,-80.0,50.0,-4.1284,-51.3012,-51.9152,-48.78,-64.528,159.466,99.603
4,-80.0,50.0,-4.1283,-51.3013,-51.9154,99.204,56.787,-7.581,99.604
1,-80.0,55.0,-3.1652,-53.4739,-54.2774,-52.872,19.916,177.834,103.097
2,-80.0,55.0,-3.1652,-53.4743,-54.2779,-52.873,-20.764,170.894,103.097
3,-80.0,55.0,-3.1653,-53.4745,-54.278,-52.873,-62.613,157.615,103.097
4,-80.0,55.0,-3.1651,-53.4746,-54.2782,97.581,54.675,-11.674,103.098
1,-80.0,60.0,-2.322,-55.4816,-56.5,-56.526,21.117,175.501,106.259
2,-80.0,60.0,-2.3221,-55.4821,-56.5005,-56.527,-19.326,168.699,106.259
3,-80.0,60.0,-2.3221,-55.4822,-56.5006,-56.527,-60.901,155.627,106.259
4,-80.0,60.0,-2.322,-55.4824,-56.5009,95.799,52.748,-15.328,106.26
1,-80.0,65.0,-1.6075,-57.2709,-58.5197,-59.668,22.088,173.219,109.018
2,-80.0,65.0,-1.6076,-57.2713,-58.5202,-59.669,-18.123,166.531,109.018
3,-80.0,65.0,-1.6076,-57.2715,-58.5204,-59.67,-59.424,153.634,109.019
4,-80.0,65.0,-1.6075,-57.2717,-58.5207,93.987,51.056,-18.471,109.019
1,-80.0,70.0,-1.0299,-58.7841,-60.2621,-62.236,22.833,171.142,111.305
2,-80.0,70.0,-1.03,-58.7846,-60.2627,-62.237,-17.164,164.544,111.305
3,-80.0,70.0,-1.03,-58.7848,-60.2629,-62.237,-58.215,151.789,111.306
4,-80.0,70.0,-1.0298,-58.785,-60.2632,92.29,49.645,-21.038,111.306
1,-80.0,75.0,-0.5966,-59.963,-61.645,-64.174,23.366,169.433,113.055
2,-80.0,75.0,-0.5967,-59.9635,-61.6456,-64.175,-16.456,162.9,113.056
3,-80.0,75.0,-0.5967,-59.9637,-61.6458,-64.176,-57.298,150.251,113.056
4,-80.0,75.0,-0.5965,-59.9639,-61.6461,90.866,48.56,-22.977,113.056
1,-80.0,80.0,-0.3141,-60.7535,-62.5864,-65.442,23.699,168.243,114.212
2,-80.0,80.0,-0.3142,-60.754,-62.587,-65.443,-16.0,161.751,114.213
3,-80.0,80.0,-0.3142,-60.7542,-62.5872,-65.444,-56.696,149.171,114.213
4,-80.0,80.0,-0.3141,-60.7544,-62.5876,89.862,47.84,-24.245,114.214
1,-80.0,85.0,-0.1878,-61.113,-63.0185,-66.01,23.844,167.69,114.734
2,-80.0,85.0,-0.1879,-61.1134,-63.0191,-66.011,-15.798,161.216,114.735
3,-80.0,85.0,-0.1879,-61.1136,-63.0193,-66.012,-56.426,148.667,114.735
4,-80.0,85.0,-0.1878,-61.1139,-63.0197,89.391,47.514,-24.813,114.736
1,-80.0,90.0,-0.2216,-61.0164,-62.9022,-65.858,23.806,167.839,114.595
2,-80.0,90.0,-0.2217,-61.0169,-62.9028,-65.859,-15.852,161.36,114.595
3,-80.0,90.0,-0.2217,-61.0171,-62.903,-65.86,-56.498,148.804,114.596
4,-80.0,90.0,-0.2216,-61.0173,-62.9034,89.518,47.602,-24.661,114.596
1,-75.0,-90.0,-37.7328,-3.5931,-3.5584,43.769,-13.983,151.19,39.052
2,-75.0,-90.0,-37.7327,-3.5933,-3.5586,43.769,-51.693,140.854,39.053
3,-75.0,-90.0,-37.7328,-3.5932,-3.5585,43.769,-89.356,123.795,39.053
4,-75.0,-90.0,-37.7326,-3.5934,-3.5587,60.953,77.419,84.968,39.053
1,-75.0,-85.0,-37.5962,-3.744,-3.7082,43.562,-14.003,151.462,39.045
2,-75.0,-85.0,-37.5961,-3.7442,-3.7084,43.562,-51.742,141.122,39.045
3,-75.0,-85.0,-37.5962,-3.7441,-3.7083,43.562,-89.44,124.055,39.045
4,-75.0,-85.0,-37.596,-3.7443,-3.7085,61.201,77.531,84.761,39.046
1,-75.0,-80.0,-37.3155,-4.0539,-4.0158,43.134,-14.041,152.019,39.035
2,-75.0,-80.0,-37.3155,-4.0541,-4.0161,43.133,-51.837,141.673,39.035
3,-75.0,-80.0,-37.3156,-4.054,-4.016,43.133,-89.606,124.588,39.035
4,-75.0,-80.0,-37.3154,-4.0542,-4.0161,61.712,77.757,84.333,39.035
1,-75.0,-75.0,-36.8905,-4.5231,-4.4819,42.477,-14.085,152.861,39.033
2,-75.0,-75.0,-36.8904,-4.5233,-4.4821,42.477,-51.969,142.505,39.033
3,-75.0,-75.0,-36.8905,-4.5232,-4.482,42.477,-89.846,125.396,39.033
4,-75.0,-75.0,-36.8903,-4.5234,-4.4822,62.488,78.086,83.676,39.033
1,-75.0,-70.0,-36.3225,-5.15,-5.1049,41.585,-14.121,153.982,39.056
2,-75.0,-70.0,-36.3224,-5.1502,-5.1051,41.584,-52.122,143.616,39.056
3,-75.0,-70.0,-36.3225,-5.1501,-5.105,41.584,-90.142,126.477,39.056
4,-75.0,-70.0,-36.3223,-5.1503,-5.1052,63.529,78.503,82.783,39.057
1,-75.0,-65.0,-35.6151,-5.9309,-5.8815,40.448,-14.129,155.37,39.128
2,-75.0,-65.0,-35.615,-5.9312,-5.8817,40.448,-52.275,144.996,39.128
3,-75.0,-65.0,-35.6151,-5.9311,-5.8816,40.448,-90.474,127.825,39.128
4,-75.0,-65.0,-35.6149,-5.9313,-5.8818,64.83,78.985,81.647,39.129
1,-75.0,-60.0,-34.7736,-6.8607,-6.8067,39.062,-14.085,157.008,39.278
2,-75.0,-60.0,-34.7736,-6.861,-6.807,39.061,-52.403,146.629,39.278
3,-75.0,-60.0,-34.7737,-6.8609,-6.8069,39.061,-90.814,129.428,39.278
4,-75.0,-60.0,-34.7735,-6.861,-6.807,66.384,79.504,80.26,39.279
1,-75.0,-55.0,-33.8055,-7.9327,-7.8742,37.418,-13.964,158.874,39.54
2,-75.0,-55.0,-33.8054,-7.9329,-7.8745,37.417,-52.478,148.497,39.54
3,-75.0,-55.0,-33.8055,-7.9328,-7.8744,37.417,-91.132,131.27,39.54
4,-75.0,-55.0,-33.8053,-7.933,-7.8745,68.179,80.029,78.616,39.541
1,-75.0,-50.0,-32.7194,-9.1393,-9.0766,35.511,-13.74,160.939,39.951
2,-75.0,-50.0,-32.7193,-9.1395,-9.0769,35.511,-52.471,150.574,39.952
3,-75.0,-50.0,-32.7194,-9.1394,-9.0768,35.511,-91.396,133.331,39.952
4,-75.0,-50.0,-32.7192,-9.1396,-9.0769,70.196,80.525,76.71,39.952
1,-75.0,-45.0,-31.5255,-10.4724,-10.4061,33.338,-13.388,163.17,40.552
2,-75.0,-45.0,-31.5254,-10.4726,-10.4064,33.337,-52.354,152.831,40.552
3,-75.0,-45.0,-31.5255,-10.4725,-10.4063,33.337,-91.575,135.583,40.552
4,-75.0,-45.0,-31.5253,-10.4727,-10.4064,72.413,80.957,74.536,40.553
1,-75.0,-40.0,-30.2349,-11.9239,-11.8547,30.895,-12.885,165.53,41.38
2,-75.0,-40.0,-30.2348,-11.9242,-11.8549,30.894,-52.1,155.231,41.38
3,-75.0,-40.0,-30.2349,-11.9241,-11.8548,30.894,-91.636,137.995,41.38
4,-75.0,-40.0,-30.2347,-11.9242,-11.855,74.803,81.291,72.093,41.381
1,-75.0,-35.0,-28.8592,-13.486,-13.4144,28.181,-12.21,167.978,42.47
2,-75.0,-35.0,-28.8592,-13.4862,-13.4147,28.181,-51.684,157.735,42.471
3,-75.0,-35.0,-28.8592,-13.4861,-13.4146,28.181,-91.551,140.533,42.471
4,-75.0,-35.0,-28.8591,-13.4863,-13.4147,77.334,81.494,69.38,42.471
1,-75.0,-30.0,-27.4107,-15.1511,-15.0781,25.197,-11.349,170.469,43.852
2,-75.0,-30.0,-27.4106,-15.1514,-15.0783,25.197,-51.088,160.302,43.853
3,-75.0,-30.0,-27.4107,-15.1513,-15.0782,25.197,-91.295,143.156,43.853
4,-75.0,-30.0,-27.4105,-15.1514,-15.0783,79.969,81.536,66.396,43.853
1,-75.0,-25.0,-25.9016,-16.9125,-16.8387,21.945,-10.291,172.955,45.547
2,-75.0,-25.0,-25.9015,-16.9127,-16.839,21.945,-50.297,162.886,45.547
3,-75.0,-25.0,-25.9016,-16.9126,-16.8389,21.945,-90.848,145.821,45.547
4,-75.0,-25.0,-25.9014,-16.9128,-16.839,82.668,81.393,63.144,45.547
1,-75.0,-20.0,-24.3441,-18.7638,-18.6903,18.43,-9.033,175.39,47.565
2,-75.0,-20.0,-24.344,-18.7641,-18.6905,18.429,-49.3,165.438,47.565
3,-75.0,-20.0,-24.3441,-18.764,-18.6905,18.429,-90.193,148.481,47.565
4,-75.0,-20.0,-24.344,-18.7641,-18.6906,85.385,81.044,59.628,47.565
1,-75.0,-15.0,-22.7504,-20.6995,-20.6273,14.658,-7.577,177.722,49.909
2,-75.0,-15.0,-22.7503,-20.6998,-20.6275,14.657,-48.096,167.91,49.909
3,-75.0,-15.0,-22.7504,-20.6997,-20.6275,14.657,-89.321,151.089,49.909
4,-75.0,-15.0,-22.7503,-20.6998,-20.6276,88.075,80.473,55.856,49.909
1,-75.0,-10.0,-21.1324,-22.7144,-22.6448,10.639,-5.93,179.903,52.571
2,-75.0,-10.0,-21.1323,-22.7146,-22.645,10.638,-46.686,170.251,52.571
3,-75.0,-10.0,-21.1324,-22.7145,-22.645,10.638,-88.229,153.594,52.571
4,-75.0,-10.0,-21.1322,-22.7147,-22.6451,90.688,79.672,51.837,52.572
1,-75.0,-5.0,-19.5016,-24.8033,-24.7382,6.386,-4.108,181.885,55.536
2,-75.0,-5.0,-19.5016,-24.8036,-24.7385,6.385,-45.08,172.412,55.536
3,-75.0,-5.0,-19.5016,-24.8035,-24.7384,6.385,-86.919,155.946,55.536
4,-75.0,-5.0,-19.5015,-24.8036,-24.7385,93.173,78.637,47.584,55.536
1,-75.0,0.0,-17.8695,-26.9615,-26.9033,1.915,-2.129,183.619,58.78
2,-75.0,0.0,-17.8694,-26.9617,-26.9036,1.914,-43.294,174.344,58.781
3,-75.0,0.0,-17.8695,-26.9617,-26.9035,1.914,-85.4,158.094,58.781
4,-75.0,0.0,-17.8693,-26.9618,-26.9036,95.479,77.37,43.113,58.781
1,-75.0,5.0,-16.247,-29.1835,-29.1357,-2.753,-0.021,185.062,62.276
2,-75.0,5.0,-16.247,-29.1838,-29.136,-2.754,-41.348,175.999,62.277
3,-75.0,5.0,-16.2471,-29.1837,-29.1359,-2.754,-83.687,159.99,62.277
4,-75.0,5.0,-16.2469,-29.1838,-29.136,97.556,75.882,38.445,62.277
1,-75.0,10.0,-14.6451,-31.4634,-31.4308,-7.591,2.188,186.173,65.99
2,-75.0,10.0,-14.6451,-31.4637,-31.4311,-7.592,-39.268,177.335,65.991
3,-75.0,10.0,-14.6451,-31.4637,-31.431,-7.592,-81.799,161.586,65.991
4,-75.0,10.0,-14.645,-31.4638,-31.4311,99.355,74.187,33.607,65.991
1,-75.0,15.0,-13.0742,-33.7942,-33.7832,-12.568,4.46,186.918,69.883
2,-75.0,15.0,-13.0742,-33.7945,-33.7835,-12.569,-37.085,178.313,69.884
3,-75.0,15.0,-13.0742,-33.7945,-33.7834,-12.569,-79.763,162.84,69.884
4,-75.0,15.0,-13.0741,-33.7946,-33.7835,100.832,72.306,28.63,69.884
1,-75.0,20.0,-11.5448,-36.1673,-36.1863,-17.644,6.76,187.268,73.915
2,-75.0,20.0,-11.5448,-36.1676,-36.1867,-17.645,-34.835,178.902,73.915
3,-75.0,20.0,-11.5449,-36.1675,-36.1867,-17.645,-77.609,163.718,73.915
4,-75.0,20.0,-11.5447,-36.1677,-36.1867,101.948,70.265,23.554,73.916
1,-75.0,25.0,-10.0671,-38.5717,-38.6322,-22.774,9.045,187.205,78.038
2,-75.0,25.0,-10.0671,-38.572,-38.6325,-22.775,-32.556,179.078,78.039
3,-75.0,25.0,-10.0672,-38.572,-38.6325,-22.776,-75.372,164.19,78.039
4,-75.0,25.0,-10.067,-38.5721,-38.6326,102.67,68.097,18.423,78.039
1,-75.0,30.0,-8.6512,-40.9938,-41.1101,-27.906,11.274,186.721,82.205
2,-75.0,30.0,-8.6512,-40.9942,-41.1104,-27.907,-30.288,178.83,82.205
3,-75.0,30.0,-8.6513,-40.9942,-41.1105,-27.907,-73.091,164.24,82.205
4,-75.0,30.0,-8.6511,-40.9943,-41.1106,102.978,65.836,13.292,82.206
1,-75.0,35.0,-7.3071,-43.4166,-43.6064,-32.978,13.408,185.822,86.36
2,-75.0,35.0,-7.3071,-43.4169,-43.6067,-32.979,-28.072,178.159,86.361
3,-75.0,35.0,-7.3071,-43.417,-43.6068,-32.979,-70.807,163.864,86.361
4,-75.0,35.0,-7.307,-43.4171,-43.6069,102.862,63.523,8.22,86.361
1,-75.0,40.0,-6.0445,-45.8184,-46.103,-37.922,15.407,184.531,90.448
2,-75.0,40.0,-6.0446,-45.8187,-46.1033,-37.923,-25.949,177.083,90.449
3,-75.0,40.0,-6.0446,-45.8188,-46.1034,-37.923,-68.561,163.075,90.449
4,-75.0,40.0,-6.0445,-45.8189,-46.1035,102.333,61.203,3.275,90.449
1,-75.0,45.0,-4.8733,-48.1723,-48.5763,-42.666,17.239,182.889,94.406
2,-75.0,45.0,-4.8734,-48.1727,-48.5767,-42.667,-23.955,175.642,94.407
3,-75.0,45.0,-4.8734,-48.1728,-48.5768,-42.668,-66.396,161.906,94.407
4,-75.0,45.0,-4.8732,-48.1729,-48.5769,101.416,58.92,-1.469,94.407
1,-75.0,50.0,-3.803,-50.4458,-50.9957,-47.132,18.876,180.96,98.17
2,-75.0,50.0,-3.8031,-50.4462,-50.9962,-47.134,-22.126,173.894,98.171
3,-75.0,50.0,-3.8031,-50.4463,-50.9962,-47.134,-64.355,160.412,98.171
4,-75.0,50.0,-3.803,-50.4465,-50.9964,100.163,56.722,-5.935,98.171
1,-75.0,55.0,-2.843,-52.5995,-53.3218,-51.241,20.297,178.83,101.672
2,-75.0,55.0,-2.8431,-52.5999,-53.3222,-51.242,-20.49,171.925,101.672
3,-75.0,55.0,-2.8431,-52.6,-53.3223,-51.242,-62.475,158.673,101.672
4,-75.0,55.0,-2.8429,-52.6002,-53.3226,98.648,54.658,-10.044,101.673
1,-75.0,60.0,-2.0024,-54.5873,-55.5047,-54.914,21.493,176.612,104.84
2,-75.0,60.0,-2.0024,-54.5877,-55.5052,-54.915,-19.069,169.843,104.841
3,-75.0,60.0,-2.0024,-54.5878,-55.5053,-54.915,-60.795,156.794,104.841
4,-75.0,60.0,-2.0023,-54.588,-55.5056,96.972,52.776,-13.716,104.841
1,-75.0,65.0,-1.2898,-56.3573,-57.4834,-58.078,22.459,174.437,107.604
2,-75.0,65.0,-1.2898,-56.3577,-57.4839,-58.079,-17.88,167.781,107.605
3,-75.0,65.0,-1.2898,-56.3579,-57.484,-58.079,-59.348,154.905,107.605
4,-75.0,65.0,-1.2897,-56.3581,-57.4844,95.258,51.124,-16.88,107.606
1,-75.0,70.0,-0.7134,-57.8533,-59.1863,-60.667,23.203,172.455,109.896
2,-75.0,70.0,-0.7134,-57.8538,-59.1869,-60.668,-16.934,165.888,109.897
3,-75.0,70.0,-0.7134,-57.8539,-59.1871,-60.668,-58.162,153.152,109.897
4,-75.0,70.0,-0.7133,-57.8542,-59.1874,93.651,49.747,-19.469,109.898
1,-75.0,75.0,-0.2806,-59.0186,-60.5353,-62.626,23.735,170.822,111.651
2,-75.0,75.0,-0.2807,-59.019,-60.5358,-62.627,-16.234,164.32,111.652
3,-75.0,75.0,-0.2807,-59.0192,-60.536,-62.627,-57.263,151.688,111.652
4,-75.0,75.0,-0.2806,-59.0195,-60.5364,92.298,48.688,-21.428,111.653
1,-75.0,80.0,0.002,-59.8008,-61.4533,-63.911,24.069,169.683,112.814
2,-75.0,80.0,0.002,-59.8013,-61.4538,-63.912,-15.782,163.221,112.815
3,-75.0,80.0,0.002,-59.8015,-61.454,-63.912,-56.672,150.658,112.815
4,-75.0,80.0,0.0021,-59.8017,-61.4545,91.341,47.985,-22.713,112.816
1,-75.0,85.0,0.1292,-60.1586,-61.8768,-64.49,24.216,169.15,113.342
2,-75.0,85.0,0.1291,-60.1591,-61.8774,-64.491,-15.581,162.707,113.343
3,-75.0,85.0,0.1291,-60.1593,-61.8776,-64.492,-56.405,150.174,113.343
